C,N,P,S,V,Ni,Nb,Al,Ti,Fe,Hf,Mo,Mn,Co,Si,Cr,Cu,DOI,url,SFE,Error,title,Author,temperature,experiment_type
0.02,0.099,0.016,0.001,0,12.57,0,0,0,65.554,0,2.33,0.83,0,0.49,18.09,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,42.3,0.021276596,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.097,0.013,0.001,0,12.7,0,0,0,63.479,0,2.34,0.8,0,0.48,20.07,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,45.5,0.016703297,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.021,0.109,0.013,0.001,0,12.48,0,0,0,58.896,0,2.34,0.83,0,0.49,24.82,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,47.5,0.030736842,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.022,0.108,0.015,0.001,0,18.57,0,0,0,52.544,0,2.32,0.84,0,0.5,25.08,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,53.2,0.046616541,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.021,0.085,0.016,0.002,0,14.84,0,0,0,58.676,0,2.4,0.8,0,0.48,22.68,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,48.3,0.027743271,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.019,0.105,0.018,0.001,0,12.58,0,0,0,67.327,0,2.42,0.84,0,0.21,16.48,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,42.1,0.026128266,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.017,0.01,0.016,0.002,0,12.58,0,0,0,67.865,0,2.3,0.8,0,0.06,16.35,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.9,0.032935561,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.0188,0.127,0.015,0.001,0,12.53,0,0,0,67.4482,0,2.34,1.01,0,0.04,16.47,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.9,0.018615752,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.019,0.107,0.015,0.001,0,14.78,0,0,0,65.018,0,2.31,0.83,0,0.5,16.42,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,48.9,0.013496933,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.021,0.001,0.015,0.001,0,11.11,0,0,0,67.892,0,2.26,0.74,0,0.01,17.95,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,37.6,0.02393617,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.019,0.094,0.016,0.001,0,12.64,0,0,0,67.99,0,2.29,0.02,0,0.5,16.43,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.5,0.018795181,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.087,0.016,0.001,0,12.58,0,0,0,68.568,0,0.95,0.84,0,0.5,16.44,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.6,0.018269231,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.001,0.013,0.001,0,14.87,0,0,0,60.437,0,1.01,0.74,0,0.02,22.89,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,50,0.0272,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.002,0.014,0.001,0,25.23,0,0,0,48.623,0,2.33,0.75,0,0.02,23.01,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,66,0.038181818,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.017,0.002,0.014,0.001,0,20.18,0,0,0,52.096,0,2.34,0.74,0,0,24.61,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,55.5,0.030630631,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.033,0.025,0.001,0,12.63,0,0,0,67.363,0,2.27,0.87,0,0.49,16.3,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.9,0.027872861,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.003,0.015,0.001,0,12.78,0,0,0,67.193,0,2.27,0.75,0,0.49,16.48,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.5,0.025185185,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.024,0.003,0.024,0.004,0,14.67,0,0,0,64.705,0,2.31,0.83,0,0.02,17.41,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49.5,0.025454545,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.03,0.001,0.027,0.002,0,15.97,0,0,0,62.77,0,2.3,0.82,0,0.01,18.07,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,50.4,0.025,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.023,0.006,0.025,0.002,0,13.93,0,0,0,65.964,0,2.33,0.85,0,0.02,16.85,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,47.9,0.029645094,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.019,0.014,0.014,0.001,0,10.08,0,0,0,68.842,0,2.3,1.95,0,0.5,16.28,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,37.5,0.036266667,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,7.5,0.133,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,100,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,8,0.125,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,190,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,8.1,0.111,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,240,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,8.5,0.118,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,270,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,9.5,0.105,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,290,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,11.5,0.0696,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,295,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,12.2,0.0656,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,320,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,13,0.115,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,350,TEM
0.48,0,0,0,0,0,0,0,0,78.68,0,0,19.9,0,0.46,0.48,0,10.1016/0001-6160(77)90120-1,http://www.sciencedirect.com/science/article/pii/0001616077901201,17,0.0882,Temperature variation of the intrinsic stacking fault energy of a high manganese austenitic steel,Remy,390,TEM
